image_paths,cluster,dist
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__26200_32600.tif,48,221
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__5000_17600.tif,29,172
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__33600_13200.tif,12,107
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__21400_37000.tif,45,181
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__18600_17000.tif,21,117
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__5000_48800.tif,2,66
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__22800_31400.tif,39,212
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__30400_200.tif,12,139
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__20400_45800.tif,32,177
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__15600_44600.tif,47,235
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__15800_6800.tif,12,97
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__8000_44000.tif,30,265
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__5800_23400.tif,0,93
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__7400_57800.tif,4,80
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__23000_28000.tif,39,192
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__9000_36800.tif,19,194
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__6400_25000.tif,3,118
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__30200_21400.tif,20,172
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__26600_6000.tif,12,97
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__1200_20600.tif,0,137
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__37400_24200.tif,12,101
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__13000_33800.tif,45,172
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__12000_41000.tif,14,132
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__1800_1200.tif,14,100
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__39000_45200.tif,20,220
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__34800_22600.tif,11,82
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__33000_34200.tif,20,163
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__5600_30600.tif,0,114
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__17400_23800.tif,0,151
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__15800_57400.tif,3,70
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__18000_30000.tif,20,205
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__32000_19400.tif,34,184
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__21200_10000.tif,15,104
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__20200_62800.tif,3,53
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__4200_6400.tif,29,161
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__16400_51000.tif,8,89
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__19000_42800.tif,26,112
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__25800_13200.tif,15,103
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__11200_54600.tif,4,79
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__3000_47800.tif,0,75
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__29000_59000.tif,3,77
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__34600_31400.tif,33,146
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__2000_35000.tif,9,118
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__27400_38000.tif,37,227
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__3000_18600.tif,6,129
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__26400_15600.tif,21,96
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__13600_14800.tif,31,155
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__28800_40400.tif,47,189
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__25000_27000.tif,31,167
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__24000_55800.tif,0,78
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__1400_58800.tif,1,83
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__39600_62200.tif,8,84
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__15000_63600.tif,1,123
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__8600_63000.tif,3,65
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__19800_29400.tif,31,228
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__9600_11800.tif,40,238
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__22600_22600.tif,34,215
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__41400_40400.tif,28,191
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__1400_7000.tif,14,108
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__23000_7400.tif,23,189
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__21000_5800.tif,7,86
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__21600_9400.tif,15,99
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__9000_4600.tif,40,173
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__40000_17000.tif,7,82
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__40800_23200.tif,12,102
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__37600_3200.tif,12,88
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__41600_42800.tif,38,160
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__40600_30000.tif,38,161
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__41600_6400.tif,12,120
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__800_4200.tif,23,139
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__17400_2600.tif,13,91
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__3200_9000.tif,14,91
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__40600_39200.tif,45,173
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__41600_14400.tif,7,77
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__34800_0.tif,10,153
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__42200_26200.tif,11,65
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__17200_7800.tif,21,131
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__41000_33400.tif,20,208
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__9600_1800.tif,13,80
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__6800_7400.tif,14,120
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__10200_0.tif,10,18
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__41800_58800.tif,24,233
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__40200_43000.tif,24,176
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__10800_2200.tif,7,90
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__41200_31800.tif,33,236
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__4800_5800.tif,37,203
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__35000_4000.tif,7,87
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__40400_64000.tif,2,82
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__41400_49600.tif,42,188
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__41400_16800.tif,7,56
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__15400_9800.tif,28,228
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__29200_3000.tif,28,200
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__15200_5400.tif,13,97
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__27400_31200.tif,37,178
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__34600_38600.tif,36,229
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__3000_11400.tif,23,96
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__35600_15000.tif,7,62
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__29000_50200.tif,32,209
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__24800_37600.tif,37,176
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__16400_58200.tif,0,74
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__10400_4000.tif,13,194
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__20200_34400.tif,36,163
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__5600_39400.tif,2,96
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__19000_14400.tif,7,124
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__21200_19200.tif,24,244
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__4600_14200.tif,23,140
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__800_62200.tif,4,118
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__18000_39200.tif,46,225
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__32000_10600.tif,28,218
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__30600_5400.tif,18,140
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__7200_26400.tif,8,114
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__31400_22000.tif,33,197
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__30400_50800.tif,25,183
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__32800_24400.tif,7,47
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__9600_47400.tif,16,134
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__14000_47200.tif,44,210
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__19800_20600.tif,14,153
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__38600_46600.tif,34,125
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__3800_25600.tif,2,52
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__13600_42400.tif,26,167
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__28800_16800.tif,23,153
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__29800_64000.tif,8,100
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__38600_19800.tif,18,154
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__30000_9800.tif,11,104
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__28800_49600.tif,32,163
